16_Package;Class;Indegree_01;Outdegree_01;Indegree_02;Outdegree_02;Indegree_03;Outdegree_03;Indegree_04;Outdegree_04;Indegree_05;Outdegree_05;Indegree_06;Outdegree_06;Indegree_07;Outdegree_07;Indegree_08;Outdegree_08;Indegree_09;Outdegree_09;Indegree_10;Outdegree_10;Indegree_11;Outdegree_11;Indegree_12;Outdegree_12;Indegree_13;Outdegree_13;Indegree_14;Outdegree_14;Indegree_15;Outdegree_15;Indegree_16;Outdegree_16;Indegree_17;Outdegree_17;Indegree_18;Outdegree_18;Indegree_19;Outdegree_19;Indegree_20;Outdegree_20;Indegree_21;Outdegree_21;Indegree_22;Outdegree_22;Indegree_23;Outdegree_23;Indegree_24;Outdegree_24;Indegree_25;Outdegree_25;Indegree_26;Outdegree_26;Indegree_27;Outdegree_27;Indegree_28;Outdegree_28;Indegree_29;Outdegree_29;Indegree_30;Outdegree_30;Indegree_31;Outdegree_31;Indegree_32;Outdegree_32;Indegree_33;Outdegree_33;Indegree_34;Outdegree_34;Indegree_35;Outdegree_35;Indegree_36;Outdegree_36;Indegree_37;Outdegree_37;Indegree_38;Outdegree_38;Indegree_39;Outdegree_39
application;org.argouml.application.configuration.ConfigurationKey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
application;org.argouml.application.api.Argo;20;0;17;0;20;0;17;0;17;0;20;0;20;0;20;0;20;0;17;2;16;2;19;0;25;0;21;0;25;0;21;0;24;0;24;0;20;0;20;0;20;0;24;0;24;0;24;0;24;0;24;0;20;0;24;0;24;0;24;0;24;0;20;0;24;0;20;0;24;0;24;0;24;0;24;0;20;0
notation;org.argouml.notation.providers.uml.AssociationEndNameNotationUml;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
gui;org.argouml.ui.ActionSetMode;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ocl;org.argouml.ocl.OCLExpander;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0
gui;org.argouml.ui.SettingsTabPreferences;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
gui;org.argouml.ui.explorer.rules.GoCollaborationToDiagram;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
gui;org.argouml.ui.explorer.rules.GoModelElementToContainedDiagrams;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
diagrams;org.argouml.uml.diagram.sequence.MessageNode;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0
ocl;org.argouml.ocl.ArgoFacade;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0
critics;org.argouml.cognitive.ui.ActionResolve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
persistence;org.argouml.persistence.UmlVersionException;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0
swingExtensions;org.argouml.swingext.LoadSwingWorker;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
diagrams;org.argouml.uml.diagram.state.ui.UMLStateDiagram;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0
notation;org.argouml.notation.providers.uml.TransitionNotationUml;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
critics;org.argouml.cognitive.ui.AddToDoItemDialog;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
application;org.argouml.application.configuration.Configuration;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gui;org.argouml.ui.UndoableAction;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0
critics;org.argouml.cognitive.ui.DismissToDoItemDialog;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
critics;org.argouml.cognitive.critics.Critic;0;2;0;0;0;2;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
critics;org.argouml.cognitive.ui.ActionNewToDoItem;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3
internationalization;org.argouml.i18n.Translator;8;2;8;2;8;2;8;2;8;2;8;2;7;2;7;2;7;2;4;2;4;0;4;0;4;0;4;0;6;0;6;0;7;0;7;0;7;0;7;0;7;0;8;0;7;0;7;0;7;0;7;0;7;0;7;0;7;0;7;0;7;0;7;0;7;0;7;0;7;0;7;0;7;0;7;0;7;0
application;org.argouml.application.helpers.ResourceLoaderWrapper;40;0;40;0;40;0;40;0;40;0;40;0;40;0;40;0;40;0;40;0;40;0;38;0;38;0;38;0;38;0;38;0;38;0;37;0;37;0;37;0;37;0;36;0;36;0;36;0;36;0;36;0;36;0;37;0;37;0;38;0;38;0;38;0;38;0;38;0;38;0;38;0;38;0;38;0;38;0
gui;org.argouml.ui.SettingsTabAppearance;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
gui;org.argouml.ui.cmd.ActionSnooze;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gui;org.argouml.ui.DetailsPane;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gui;org.argouml.ui.explorer.rules.GoNamespaceToDiagram;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
diagrams;org.argouml.uml.diagram.ui.ExtensionsCompartmentContainer;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gui;org.argouml.ui.GUISettingsTabInterface;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
notation;org.argouml.notation.providers.uml.OperationNotationUml;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
swingExtensions;org.argouml.swingext.ArgoToolbarManager;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gui;org.argouml.ui.SplashScreen;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0
javaCodeGeneration;org.argouml.language.java.cognitive.critics.CrMultipleInheritance;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3
notation;org.argouml.notation.InitNotationJava;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gui;org.argouml.ui.cmd.ActionShowXMLDump;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
gui;org.argouml.ui.ActionSettings;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
gui;org.argouml.ui.ProjectBrowser;4;17;4;17;4;17;4;17;4;17;4;17;4;17;4;17;4;17;2;16;2;17;2;15;2;16;2;16;2;16;2;17;3;16;3;16;3;16;3;15;3;15;3;15;3;15;3;15;3;15;3;15;3;15;3;15;3;15;3;15;3;15;3;15;3;15;3;15;3;15;3;15;3;15;3;15;3;15
application;org.argouml.application.events.ArgoNotationEventListener;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0
gui;org.argouml.ui.cmd.ActionOpenCritics;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
swingExtensions;org.argouml.swingext.SpacerPanel;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0
swingExtensions;org.argouml.swingext.ToolBarUtility;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
diagrams;org.argouml.uml.diagram.VisibilityContainer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0
gui;org.argouml.ui.ActionExportXMI;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
gui;org.argouml.ui.ArgoFrame;6;0;7;0;7;0;7;0;6;0;6;0;7;0;6;0;6;0;3;0;3;0;2;0;2;0;1;0;1;0;2;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
diagrams;org.argouml.uml.diagram.ui.PathContainer;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
persistence;org.argouml.persistence.OldZargoFilePersister;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
critics;org.argouml.cognitive.ToDoList;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1
notation;org.argouml.notation.providers.uml.CallStateNotationUml;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
gui;org.argouml.ui.cmd.ActionGotoDiagram;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
critics;org.argouml.cognitive.ResolvedCritic;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0
diagrams;org.argouml.uml.diagram.ui.ActionAddMessage;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
diagrams;org.argouml.uml.diagram.ui.UMLDiagram;6;0;6;0;6;1;6;1;6;0;6;1;6;0;6;1;6;1;6;0;6;1;6;1;6;1;6;1;6;1;7;0;7;0;7;1;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
application;org.argouml.application.configuration.ConfigurationFactory;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
diagrams;org.argouml.uml.diagram.ui.FigAssociationEnd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
application;org.argouml.application.events.ArgoGeneratorEvent;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0
gui;org.argouml.ui.cmd.ShortcutChangedEvent;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
critics;org.argouml.cognitive.checklist.ui.TabChecklist;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3
explorer;org.argouml.ui.explorer.ActionExportProfileXMI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;2
gui;org.argouml.ui.explorer.rules.GoClassifierToSequenceDiagram;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
persistence;org.argouml.persistence.ProgressListener;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
diagrams;org.argouml.uml.diagram.ui.ActionAddExistingNodes;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0
moduleLoader;org.argouml.application.api.InitSubsystem;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;5;0;7;0;7;0;7;0;7;0;7;0;5;0;8;0;8;0;8;0;8;0;6;0;8;0;6;0;8;0;8;0;8;0;8;0;7;0
persistence;org.argouml.persistence.ResolvedCriticXMLHelper;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
critics;org.argouml.cognitive.ui.WizStep;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4
critics;org.argouml.cognitive.Agency;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0
persistence;org.argouml.persistence.TodoListMemberFilePersister;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3
diagrams;org.argouml.uml.diagram.sequence.ui.UMLSequenceDiagram;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0
diagrams;org.argouml.uml.diagram.ui.ActionAddAssociationRole;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
critics;org.argouml.cognitive.ui.DesignIssuesDialog;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0
gui;org.argouml.ui.CmdCreateNode;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
gui;org.argouml.ui.ExceptionDialog;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
critics;org.argouml.cognitive.ui.ToDoPane;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4
gui;org.argouml.ui.StatusBar;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0
